Pereyra,Guillermo Antonio,Frente para la Victoria - PJ,2007-2011,4/2/1953
Pérez,José Adrián,Coalición Cívica - Ari,2007-2011,9/7/1971
Pérez,Jorge Raúl,Frente Cívico por Santiago,2007-2011,6/4/1944
Pérez,Alberto José,Peronismo Federal,2009-2013,2/15/1947
Perié,Julia Argentina,Frente para la Victoria - PJ,2011-2015,3/3/1956
Perié,Julia Argentina,Frente para la Victoria - PJ,2007-2011,3/3/1956
Perié,Hugo Rubén,Frente para la Victoria - PJ,2007-2011,1/18/1944
Perotti,Omar Ángel,,2011-2015,9/16/1959
Perroni,Ana María,,2011-2015,
Perroni,Ana María,,2007-2011,
Petit,María de los Ángeles,Frente para la Victoria - PJ,2005-2009,9/30/1963
Piemonte,Héctor Horacio,Coalición Cívica - Ari,2009-2013,12/8/1962
Pietragalla Corti,Horacio,,2011-2015,3/11/1976
Pilatti Vergara,María Inés,Frente para la Victoria - PJ,2009-2013,8/2/1958
Pinedo,Federico,Propuesta Republicana,2007-2011,12/29/1955
Pinedo,Federico,,2011-2015,12/29/1955
Pinto,Sergio Damián,Unión Cívica Radical,2007-2011,12/28/1962
Plaini,Omar,Frente para la Victoria - PJ,2009-2013,5/19/1953
Poggi,Claudio Javier,Frente Just. Unión y Libertad,2005-2009,10/7/1963
Portela,Agustín Alberto,Unión Cívica Radical,2007-2011,6/15/1959
Portela,Agustín Alberto,,2011-2015,6/15/1959
Porto,Héctor Norberto,Frente para la Victoria - PJ,2005-2009,1/31/1947
Pradines,Roberto Arturo,,2011-2015,11/25/1954
Prieto,Hugo Nelson,De la Concertación,2007-2011,6/26/1958
Pucheta,Ramona,,2011-2015,11/10/1964
Puerta,Federico Ramón,Peronismo Federal,2009-2013,9/9/1951
Puiggrós,Adriana Victoria,Frente para la Victoria - PJ,2007-2011,9/12/1941
Puiggrós,Adriana Victoria,,2011-2015,9/12/1941
Quintero,Marta Beatriz,Frente para la Victoria - PJ,2007-2011,2/21/1948
Quiroga,Horacio Rodolfo,Unión Cívica Radical,2009-2013,9/17/1954
Quiroz,Elsa Siria,Coalición Cívica - Ari,2007-2011,8/26/1950
Raimundi,Carlos Alberto,Afirmación para una República Igualitaria,2005-2009,6/25/1957
Raimundi,Carlos Alberto,,2011-2015,6/25/1957
Rasino,Élida Elena,,2011-2015,10/7/1956
Ré,Hilma Leonor,Coalición Cívica - Ari,2009-2013,6/24/1956
Recalde,Héctor Pedro,Frente para la Victoria - PJ,2009-2013,5/28/1938
Recalde,Héctor Pedro,Frente para la Victoria - PJ,2005-2009,5/28/1938
Redczuk,Oscar Felipe,,2011-2015,11/12/1952
Regazzoli,María Cristina,Partido Justicialista La Pampa,2009-2013,10/1/1948
Reyes,María Fernanda,Coalición Cívica - Ari,2007-2011,6/22/1978
Rico,María del Carmen Cecilia,Frente para la Victoria - PJ,2005-2009,11/22/1971
Riestra,Antonio Sabino,,2011-2015,11/13/1947
Rioboó,Sandra Adriana,Unión Cívica Radical,2007-2011,8/10/1961
Ríos,Roberto Fabián,,2011-2015,2/8/1964
Ríos,Liliana María,,2011-2015,3/22/1953
Risko,Silvia Lucrecia,Frente para la Victoria - PJ,2009-2013,4/6/1966
Rivara,Raúl Alberto,Peronismo Federal,2009-2013,7/28/1948
Rivarola,Rubén Armando,,2011-2015,
Rivas,Jorge,Nuevo Encuentro,2007-2011,10/18/1961
Rivas,Jorge,,2011-2015,10/18/1961
Roberti,Alberto Oscar,,2011-2015,10/20/1955
Robledo,Roberto Ricardo,Partido Justicialista La Pampa,2009-2013,3/22/1953
Rodríguez,Marcela Virginia,Coalición Cívica - Ari,2005-2009,2/23/1965
Rodríguez,Marcela Virginia,Coalición Cívica - Ari,2009-2013,2/23/1965
Rodríguez,Evaristo Arturo,Frente para la Victoria - PJ,2007-2011,7/4/1953
Rogel,Fabián Duilio,,2011-2015,2/7/1963
Rojkés de Alperovich,Beatriz Liliana,Frente para la Victoria - PJ,2005-2009,2/4/1956
Roldán,José María,Frente de Todos,2005-2009,8/13/1963
Román,Carmen,Frente para la Victoria - PJ,2005-2009,9/9/1951
Rossi,Agustín Oscar,Frente para la Victoria - PJ,2005-2009,10/18/1959
Rossi,Alejandro Luis,Frente para la Victoria - PJ,2007-2011,2/17/1962
Rossi,Agustín Oscar,Frente para la Victoria - PJ,2009-2013,10/18/1959
Rossi,Cipriana Lorena,Peronismo Federal,2007-2011,2/20/1975
Rucci,Claudia Mónica,Peronismo Federal,2009-2013,12/19/1963
Ruiz,Aida Delia,,2011-2015,6/5/1957
Ruíz,Ramón,Frente para la Victoria - PJ,2007-2011,2/26/1940
Sabbatella,Martín,Nuevo Encuentro,2009-2013,4/14/1970
Sacca,Luis Fernando,,2011-2015,10/21/1972
Salim,Juan Arturo,Frente para la Victoria - PJ,2005-2009,11/22/1947
Salim,Juan Arturo,Frente para la Victoria - PJ,2009-2013,11/22/1947
Salum,Osvaldo Rubén,Frente para la Victoria - PJ,2005-2009,11/30/1947
Sánchez,Fernando,Coalición Cívica - Ari,2005-2009,10/7/1973
Santander,Mario Armando,Frente para la Victoria - PJ,2005-2009,5/3/1946
Santillán,Walter Marcelo,,2011-2015,8/10/1972
Santín,Eduardo,,2011-2015,2/4/1954
Sarghini,Jorge Emilio,Justicialista Nacional,2005-2009,6/11/1953
Satragno,Lidia Elsa,Propuesta Republicana,2007-2011,11/11/1935
Scalesi,Juan Carlos,Consenso Federal,2007-2011,12/24/1951
Schmidt Liermann,Cornelia,,2011-2015,11/6/1963
Sciutto,Rubén Darío,Frente para la Victoria - PJ,2007-2011,3/15/1962
Sciutto,Rubén Darío,,2011-2015,3/15/1962
Segarra,Adela Rosa,Frente para la Victoria - PJ,2007-2011,11/26/1958
Segarra,Adela Rosa,,2011-2015,11/26/1958
Serebrinsky,Gustavo Eduardo,Unión Cívica Radical,2007-2011,4/23/1961
Sesma,Laura Judith,Partido Socialista,2005-2009,7/5/1956
Simoncini,Silvia Rosa,,2011-2015,5/27/1962
Sluga,Juan Carlos,Frente para la Victoria - PJ,2007-2011,1/23/1946
Snopek,Carlos Daniel,Frente para la Victoria - PJ,2005-2009,12/21/1942
Solá,Felipe Carlos,Peronismo Federal,2009-2013,7/23/1950
Solanas,Raúl Patricio,Frente para la Victoria - PJ,2005-2009,7/9/1963
Solanas,Fernando Ezequiel,Movimiento Proyecto Sur,2009-2013,2/16/1936
Solanas,Julio Rodolfo,,2011-2015,1/31/1953
Soto,Gladys Beatriz,Frente para la Victoria - PJ,2005-2009,10/20/1963
Soto,Gladys Beatriz,,2011-2015,10/20/1963
Spátola,Paola Rosana,Guardia Peronista,2005-2009,11/16/1967
Stolbizer,Margarita Rosa,Generación para un Encuentro Nacional,2009-2013,3/17/1955
Storani,María Luisa,Unión Cívica Radical,2009-2013,3/9/1949
Storni,Silvia,Unión Cívica Radical,2007-2011,10/10/1951
Sylvestre Begnis,Juan Héctor,Frente para la Victoria - PJ,2005-2009,6/16/1937
Terada,Alicia,Coalición Cívica - Ari,2009-2013,8/19/1952
Thomas,Enrique Luis,Frente para la Victoria - PJ,2005-2009,11/19/1955
Thomas,Enrique Luis,Peronismo Federal,2009-2013,11/19/1955
Tineo,Javier Héctor,,2011-2015,1/27/1966
Tomas,Héctor Daniel,Frente para la Victoria - PJ,2009-2013,10/16/1957
Tomaz,Adriana Elisa,Partido U. Federalista,2005-2009,3/12/1964
Tonelli,Pablo Gabriel,,2005-2009,6/13/1954
Tonelli,Pablo Gabriel,,2011-2015,6/13/1954
Torfe,Mónica Liliana,Renovador de Salta,2007-2011,11/17/1958
Torrontegui,María Angélica,Frente Just. Unión y Libertad,2005-2009,1/5/1954
Triaca,Alberto Jorge,Propuesta Republicana,2009-2013,3/30/1974
Tunessi,Juan Pedro,Unión Cívica Radical,2009-2013,2/12/1957
Uñac,José Rubén,,2011-2015,3/19/1964
Urlich,Carlos,Unión Cívica Radical,2007-2011,8/1/1954
Vaca Narvaja,Patricia,Frente para la Victoria - PJ,2005-2009,4/6/1955
Valinotto,Jorge Anselmo,,2011-2015,8/24/1948
Vaquié,Enrique Andrés,,2011-2015,11/7/1964
Vargas Aignasse,Gerónimo,Frente para la Victoria - PJ,2007-2011,7/18/1970
Varisco,Sergio Fausto,Unión Cívica Radical,2005-2009,7/10/1960
Vázquez de Tabernise,Silvia Beatriz,Partido de la Concertación _x0013_ Forja,2007-2011,12/17/1958
Veaute,Mariana Alejandra,Unión Cívica Radical,2009-2013,8/19/1966
Vega,Juan Carlos,Coalición Cívica - Ari,2007-2011,4/26/1944
Velarde,Marta Sylvia,Frente para la Victoria - PJ,2005-2009,3/19/1961
Viale,Lisandro Alfredo,Partido Socialista,2007-2011,1/16/1966
Videla,Nora Esther,Peronismo Federal,2009-2013,10/17/1966
Vilariño,José Antonio,Frente para la Victoria - PJ,2007-2011,5/19/1961
Vilariño,José Antonio,,2011-2015,5/19/1961
Villa,José Antonio,,2011-2015,11/18/1944
Villata,Graciela Susana,,2011-2015,7/17/1957
Villaverde,Jorge Antonio,Frente para la Victoria - PJ,2005-2009,6/27/1944
Wayar,Walter Raúl,Frente Peronista Federal,2009-2013,5/4/1958
West,Mariano Federico,Frente para la Victoria - PJ,2005-2009,4/8/1949
West,Mariano Federico,Frente para la Victoria - PJ,2009-2013,4/8/1949
Yarade,Fernando Rodolfo,Frente para la Victoria - PJ,2009-2013,2/24/1968
Yazbek,Rubén David,,2009-2013,3/5/1940
Yoma,Jorge Raúl,Frente para la Victoria - PJ,2009-2013,11/10/1953
Zabalza,Juan Carlos,,2011-2015,2/28/1940
Zamarreño,María Eugenia,,2011-2015,
Zancada,Pablo Ventura,Partido Socialista,2005-2009,3/20/1950
Zavallo,Gustavo Marcelo,Peronismo Federal,2007-2011,12/26/1970
Ziebart,Cristina Isabel,,2011-2015,7/27/1952
Ziegler,Alex Roberto,Frente para la Victoria - PJ,2009-2013,12/28/1965
